Company Name,Title,Location,qualification,Job Type
Trues steels pvt Ltd,Administration Officer,"Mohali, Punjab",Manufacturing,Full-time
Zeligz Technologies Private Limited,Project Coordinator,"Mohali, Punjab","Project management,Quality assurance",Full-time | New-Grad
TBIL,Bright and smart freshers female,"Chandigarh, Chandigarh",Communication skills,Full-time | New-Grad
ElQuench Private Limited,Customer Support Executive,"Zirakpur, Punjab","Customer support,Customer service,Customer acquisition,12th Pass",Full-time
Wits Innovation Lab,Customer Care Executive,"Mohali, Punjab",Communication skills,Full-time
iapp Technologies LLP,Digital Marketing Executive,"Mohali, Punjab","Digital marketing,Google Search Console,Bachelor's degree",Full-time
MerSaints Realtors,Real Estate Salesperson,"Mohali, Punjab",Sales,Full-time | Temporary | Contract
SUSHMA BUILDTECH LIMITED,Front Desk Administrator,"Zirakpur, Punjab",,Full-time
Red Bean Hospitality Pvt. Ltd.,Admin Executive,"Mohali, Punjab",,Full-time
Amer solutions,US NON IT Recruiter,"Mohali, Punjab","Accounting,QuickBooks,Bookkeeping,Communication skills,Data management",Full-time
Abile Manpover solution pvt ltd,Customer Support Executive (CSE),"Chandigarh, Chandigarh","Communication skills,12th Pass",Full-time | New-Grad
AOV International LLP,Store Executive,"Mohali, Punjab","Communication skills,Management,Organizational skills,Bachelor's degree",Full-time
Dayal Opticals,Optometrist,"Mohali, Punjab","Customer service,Computer skills,Bachelor's degree",Full-time
Biomade life care pvt.ltd,Data entry operator,"Mohali, Punjab","Computer skills,Data entry,Microsoft Office,Bachelor's degree",Full-time | New-Grad
Frontier Agrotech Private Limited,Sales Operations Associate,"Mohali, Punjab",,Full-time
Indicolight marketing Pvt.ltd,Freight broker( 6Month to 2Year),"Mohali, Punjab","Microsoft Excel,Negotiation,Microsoft Outlook,Communication skills,Microsoft Word,12th Pass",Full-time
Spine Infotech Pvt Ltd,PPC Executive,"Mohali, Punjab",,Full-time
Novagems Private Limited,Hiring Freshers For Data Mining Executive,"Mohali, Punjab","Data mining,Bachelor's degree",Full-time
Hillsage Technologies Private Limited,Web designer (1+ year experience),"Mohali, Punjab","CSS,Windows,jQuery,Bootstrap,Mobile applications,Bachelor's degree",Full-time
"Chandigarh Group Of Colleges,Jhanjeri",Assistant Professor/ Associate Professor - CGC Jhanjeri,"Mohali, Punjab","Bachelor's degree,Master's degree,M.C.A.,M.B.A.",Full-time
Networkkings IT Services Pvt. Ltd.,Customer Support Executive -IT Park Chandigarh-Salary Upto 40K + Incentive,"Chandigarh, Chandigarh",Communication skills,Full-time
SEO Gliders,Need two female candidates for the admin executive positions (Freshers ),"Mohali, Punjab",,Full-time
PINAQUI BUSSINESS SOLUTIONS PVT. LTD,Freight Coordinator,"Mohali, Punjab",,Full-time
Brisk Logic Pvt. Ltd.,Digital Marketing Training 6W/6M,"Mohali, Punjab",,Full-time
Capacita Connect,MIS Executive,"Jaipur, Rajasthan","Pivot tables,Microsoft Excel,Visual Basic,Macros,Bachelor's degree",Full-time
TransJet Cargo,Freight broker,"Mohali, Punjab","Microsoft Excel,Communication skills,Microsoft Word",Full-time
J LION 4 GROUP SECURITY PUNJAB,Security Guard,"Mohali, Punjab",Security,Full-time
Global Opportunities Pvt. Ltd,Executive Assistant,"Mohali, Punjab","Project management,Personal assistant experience,Microsoft Office,Bachelor's degree",Full-time
AARC SURGICAL,accounts and finance,"Jaipur, Rajasthan",,Full-time
NANUAN'S,Office Assistant,"Mohali, Punjab","Word processing,Filing,Microsoft Office,12th Pass",Full-time
LOGITRADE BPO SOLUTIONS PVT LTD,Customer Service Executive,"Mohali, Punjab","Microsoft Excel,Microsoft Outlook,Bachelor's degree",Full-time
Metro Facility,Security Guard,"Mohali, Punjab","Customer service,Security,Communication skills,Data entry",Full-time
Medi Assist Insurance TPA Pvt. Ltd.,"Doctors (MBBS/) Opening- Work from home / Office, Mumbai","Mumbai, Maharashtra","Communication skills,Bachelor's degree",Full-time | Part-time | New-Grad
Dr. Aroras clinic Pvt. ltd. Chandigarh.,Front Desk Receptionist,"Mohali, Punjab","Communication skills,Microsoft Office",Full-time
Chandigarh University,Female Hostel Warden,"Mohali, Punjab","Communication skills,Microsoft Excel,Bachelor's degree",Full-time
Innovative Incentives Rewards Pvt. Ltd,Project Coordinator,"Mohali, Punjab","Analysis skills,Communication skills,Microsoft Excel,Microsoft Office,Bachelor's degree",Full-time | New-Grad
BM CLOUD,BDE,"Mohali, Punjab",,Full-time
BSCJ Enterprises,BPO Executive,"Mohali, Punjab","Communication skills,Bachelor's degree,12th Pass",Full-time | New-Grad
GPRS Logistics,Process Executive (USA),"Zirakpur, Punjab","Analysis skills,Microsoft Excel,Microsoft Outlook,Organizational skills",Full-time
Engineers Career Group,Peon,"Chandigarh, Chandigarh",,NA
ABP Empower,Travel Expert for International Ticketing & Packages,"Mohali, Punjab","Communication skills,Bachelor's degree",NA
JCBL GROUP,Logistics Executive,"Mohali, Punjab","Inventory control,Logistics,Communication skills,Supply chain,Microsoft Excel",Full-time
Bridging Technologies,Customer Service Representative,"Mohali, Punjab","Customer service,Computer skills,Product development,Customer support,Communication skills,Bachelor's degree,12th Pass",Full-time
OPENOCEAN TECHNOLOGIES PRIVATE LIMITED,Content Writer,"Mohali, Punjab",,Full-time
Teleperformance,Customer Support Executive (CSE),"Mohali, Punjab","Communication skills,12th Pass",Full-time
Theon Pharmaceuticals,Officer- Packing(Tablet /Capsule),"Panchkula, Haryana","B.Sc,Bachelor's degree",NA
Hamiast recruitment service,Customer Support,"Mohali, Punjab","Communication skills,Customer service,Bachelor's degree,12th Pass",Full-time
Whizamet Services Pvt. Ltd.,Hiring Content Writer- 0 to 5 years WFO,"Mohali, Punjab","Writing skills,Proposal writing,Keyword research,Digital marketing,Communication skills,Bachelor's degree,B.A.",Full-time
NapCloud India Pvt. Ltd.,Customer Service Associate,"Mohali, Punjab","Project management,Customer service,Bachelor's degree",Full-time
ITC INDIA PVT LTD,Office Executive,"Mohali, Punjab",12th Pass,Full-time
Sapphire Foods India Pvt. Ltd,KFC Team Member,"Chandigarh, Chandigarh","Bachelor's degree,12th Pass",Full-time | Part-time | New-Grad
APPWRK IT SOLUTIONS,MBA Freshers-All Department,"Mohali, Punjab","Communication skills,Master's degree,M.B.A.",Full-time | New-Grad
TECH MAHINDRA FOUNDATION,Executive Administration,"Mohali, Punjab","Communication skills,Computer skills,Bachelor's degree",Full-time
Scorpsoft,Night Shift | Excellent English required,"Zirakpur, Punjab",Mobile applications,Full-time
PGEIN Consulting,Dispatch Executive,"Chandigarh, Chandigarh","Microsoft Outlook,Communication skills,Microsoft Excel,Time management,Microsoft Word,Bachelor's degree",Full-time
Techstriker,Data Entry Operator/Computer Operator,"Mohali, Punjab","Data entry,Typing,Diploma",Full-time
Allegiant Realtors,Front Desk Executive ( Female Only),"Mohali, Punjab","Word processing,Communication skills,Hospitality",NA
Ultimate Utilities Pvt. Ltd.,GST Executive,"Mohali, Punjab","Accounting,Financial accounting,Bachelor's degree",Full-time | Temporary | Contract
Whizamet Services Pvt. Ltd.,Sales Executive (1 year experience),"Mohali, Punjab","Negotiation,Sales,Bachelor's degree",Full-time
AMB LOGISTIC,Freight Broker (US/CAN Logistics),"Mohali, Punjab","Logistics,Communication skills,Negotiation,Microsoft Office",Full-time
C+A Global,IT Project Coordinator,"Mohali, Punjab","Project coordination,Analysis skills,iOS,Communication skills,QA/QC",Full-time
BM CLOUD CONSULTANCY,Project Coordinator,"Mohali, Punjab","Analysis skills,Communication skills,Bachelor's degree,Master's degree,M.C.A.",Full-time
365 gym and spa,Front Desk Executive,"Mohali, Punjab","Communication skills,Bachelor's degree",Full-time | New-Grad
Spell communications,Real Estate Salesperson,"Mohali, Punjab",Sales,Full-time
Transjet Cargo India Private Limited,Freight broker,"Mohali, Punjab",Bachelor's degree,Full-time
Greentech Infra Pvt. Ltd,Chief of Staff ( Only Retired Army Officers),"Jaipur, Rajasthan","Communication skills,Financial management,Master's degree",Full-time
Mobile Programming India Private Limited,Office Admin,"Mohali, Punjab","Communication skills,Microsoft Office",Full-time
Crop Care Pesticides (India) Pvt Ltd,Billing Executive,"Mohali, Punjab",Tally,Full-time
Kyoto Web Technologies,PPC Executive,"Zirakpur, Punjab",Google AdWords,Full-time
The Retail Jeweller Media,Events Executive,"Mumbai, Maharashtra","Sales,Events management,Communication skills,Marketing,Event marketing,Master's degree,M.B.A.",Full-time
Dev systems & IT Services Pvt Ltd,Inside Sales Executive,"Chennai, Tamil Nadu",Communication skills,Full-time
Nettyfish Solutions Pvt Ltd,Social Media Content Creator,"Chennai, Tamil Nadu",Writing skills,Full-time
SMODI INFRASTEEL PVT.LIMITED,PEB Erection Supervisor,"Chennai, Tamil Nadu",Supervising experience,Full-time
Billroth Hospitals,Billing Executive - Hospital Experience,"Chennai, Tamil Nadu",Hospital experience,Full-time
Medusind Solutions,AR Caller (Fresher),"Chennai, Tamil Nadu","Technical support,Communication skills,Sales,12th Pass",Full-time
HDFC Bank,Virtual Relationship Banking-COP Officer - Chennai,"Chennai, Tamil Nadu","Customer service,Sales,Banking,Bachelor's degree,Master's degree",Full-time
Sevika tech Pvt Ltd,International voice,"Chennai, Tamil Nadu","Communication skills,Office experience,Computer skills",Full-time
Intel Serve IT solutions Pvt.Ltd,Freight Forwarding,"Chennai, Tamil Nadu","Communication skills,Supply chain management,Freight,Negotiation,Relationship management,Bachelor's degree",Full-time
Larsen & Toubro Limited,PEM Solar,"Chennai, Tamil Nadu","Construction,Interviewing,Microsoft Office,Bachelor's degree",NA
Accenture,Security Delivery Associate,"Bengaluru, Karnataka","Project management,Communication skills,Information security,Microsoft Excel,Microsoft Office",Full-time
Job Search Lab Solution,Content Marketing Associate,"Bengaluru, Karnataka","Writing skills,Content marketing",Full-time
Ninjacart,Quality Executive - Ecom,"Bengaluru, Karnataka","HACCP,Bachelor's degree",Full-time
CFO ANGLE ADVISORY SERVICES LLP,Inventory Executive,"Bengaluru, Karnataka",,Full-time
Refyne,Telesales Representative,"Bengaluru, Karnataka",,Full-time
Ramsol Pvt Ltd,Order to cash (Person with Disability),"Bengaluru, Karnataka",,Full-time
Chegus Infotech,Java Freshers,"Bengaluru, Karnataka","Hibernate,OOP,Communication skills,Java,Angular",New-Grad
Learnyst Insight Private Limited,Digital Marketing Intern,"Bengaluru, Karnataka","Lead generation,Communication skills,Marketing,Organizational skills,Bachelor's degree",Internship
Modern Spaaces,Quality Controller (Civil),"Bengaluru, Karnataka","Microsoft Outlook,Microsoft Excel,Microsoft Office,Microsoft Word",Full-time | New-Grad
Book My Trainings,"Content Writers, Bloggers: Part time or remote","Bengaluru, Karnataka",.NET,Part-time
Hikal,Junior Officer,"Jigani, Bengaluru, Karnataka",,NA
Pourbrain tech pvt ltd,Furniture sales,"Bengaluru, Karnataka","Pricing,Furniture sales,B2B sales",Full-time
ReSource Pro Operational Solutions Pvt. Ltd.,Associate (Freshers/ Upto 3 years of exp),"Bengaluru, Karnataka","Information security,Bachelor's degree",Full-time
stepping stone consultancy services,Front Office Executive (Receptionist),"Bengaluru, Karnataka",,Full-time
Reshamandi,Content Writer,"Bengaluru, Karnataka",Communication skills,Full-time
Ericson Insurance TPA Pvt Ltd,CRM Executive,"Bengaluru, Karnataka",,Full-time
HyreFox Consultants,Customer Service - Voice (OLA) Full-Time,"Bengaluru, Karnataka","Communication skills,Customer service",Full-time
Itsy Bitsy Pvt Ltd,Ecommerce Operation Executive,"Bengaluru, Karnataka",,Full-time
iOSys Software Pvt Ltd,International Sales,"Bengaluru, Karnataka","Web services,Data mining",Full-time
ScaleIn,Hadoop Administrator,"Bengaluru, Karnataka","Hadoop,Python,HBase,Java",NA
Musquare Technologies,SQL Server DBA,"Bengaluru, Karnataka","Analysis skills,Azure,SQL,High availability,Communication skills,Bachelor's degree",Full-time
ResultsCX,Customer Service Representative – Site/Remote,"Bengaluru, Karnataka","Analysis skills,Communication skills,Analytics,Computer skills",Full-time
Enagic India Kangen Water Pvt Ltd,Event Coordinator,"Bengaluru, Karnataka","Microsoft Excel,Events management,Microsoft Outlook,Communication skills,Management,Bachelor's degree",Full-time
Chandran Gurukkal Ayurveda Clinics,Front Office Receptionist,"Bengaluru, Karnataka",,Full-time
Kaapi Machines India Pvt Ltd,CRM Executive,"Indiranagar, Bengaluru, Karnataka","Communication skills,Customer service,Sales,Microsoft Office,Bachelor's degree",Full-time
Semperfi Solution,Billing Associate( exp in ibm b2b integrator),"Bengaluru, Karnataka","Manufacturing,Accounts receivable,Microsoft Excel,B2B,Microsoft Office",Full-time
sacred oak hospital,Receptionist,"Bengaluru, Karnataka","Computer skills,Microsoft Office",Full-time
Maharaja Agrasen Hospital,Front Office Executive,"Bengaluru, Karnataka",Bachelor's degree,Full-time
ACTIO HR SERVICE PROVIDED PRIVATE LIMITED,BIKE SALES EXECUTIVE,"Chennai, Tamil Nadu",Sales,Full-time
Accenture,Procure to Pay Operations New Associate-Procure to Pay Processing,"Bengaluru, Karnataka",,Full-time
[24]7.ai,International customer support,"Bengaluru, Karnataka","Customer service,Communication skills,12th Pass,Master's degree",Full-time
Sodexo,Project Executive,"Bengaluru, Karnataka",,Full-time
Kotak Mahindra,SDO Authorizer - Branch Banking - Branch Banking,"Chennai, Tamil Nadu","Communication skills,Customer service,Banking",Full-time
VFind Solutions Pvt Ltd,Hiring for SAP SD,"Bengaluru, Karnataka","EDI,SAP",Full-time
Sankalp HR,Teachers,"Bengaluru, Karnataka","Writing skills,Teaching experience,Lesson planning,Bachelor's degree,Master's degree",Full-time
Wings events,Client Services Executive,"Bengaluru, Karnataka","Communication skills,Bachelor's degree,Master's degree",Full-time
Civilstap,Hindi Teacher,"Chandigarh, Chandigarh","Communication skills,Teaching experience,Lesson planning,Bachelor's degree",Full-time
Apple Fitness gym,Front Desk Receptionist,"Bengaluru, Karnataka",,Full-time
ESTEEM GROUP,Position - Store Keeper,"Bengaluru, Karnataka",,NA
Malabar Group,Quality Control,"Bengaluru, Karnataka","Machining,Welding",Full-time
WNS Global Services,Gurgaon - Walk In,"Gurgaon, Haryana","Banking,Bachelor's degree",Full-time
Vervenest technologies,Real Estate -CRM,"Bengaluru, Karnataka",,Full-time
Techniqa IT Solutions,Logistics Executive,"Bengaluru, Karnataka","Logistics,Communication skills,ERP systems",Full-time
IMPRESARIO Entertainment & Hospitality Pvt. Ltd,Cashier,"Bengaluru, Karnataka","Cash handling,Cashiering,Customer service,POS,Communication skills,12th Pass",Full-time
Denken Solutions Inc,US Healthcare Recruiter,"Noida, Uttar Pradesh","Analysis skills,Communication skills,Organizational skills",Full-time
Infosys,VOIP Expert,"Bengaluru, Karnataka",VoIP,NA
Renovision Automation Services Pvt. Ltd,Apache Tomcat Middleware Admin,"Bengaluru, Karnataka","Middleware,SQL,SSL,Tomcat,Shell Scripting",Full-time
SRV Hospital,AM - Finance & Accounts - Bangalore,"Bengaluru, Karnataka",,Full-time
webslogin IT Service Pvt Ltd,PPC Executive,"Noida, Uttar Pradesh","Communication skills,Google AdWords,Math,SEO,Digital marketing",Full-time
Q-Dat IT Solutions,Data Entry Operator,"Bengaluru, Karnataka","Microsoft Excel,Data entry,Typing,Microsoft Office,Bachelor's degree",NA
4Champz,Event Planner,"Bengaluru, Karnataka","Project management,Negotiation,Leadership,Communication skills,Marketing,B.Sc,Bachelor's degree",Full-time
Confident dental care,Dentist - Marketing associate,"Bengaluru, Karnataka",,Full-time
Unacademy,Academic Counsellor,"Noida, Uttar Pradesh","Learning technology,Communication skills,Academic counseling,Microsoft Office,Bachelor's degree",Full-time
BABA GROUP OF COMPANIES,STORES ASSISTANT,"Bengaluru, Karnataka","Communication skills,Computer skills",Full-time
Flairchase,Relationship Executive,"Bengaluru, Karnataka",,Full-time
Exotic Innovations Pvt Ltd,Billing MEP,"Bengaluru, Karnataka",,Full-time
CORE MINDS TECH SOLUTIONS,Machinist,"Noida, Uttar Pradesh",,NA
Master Solutions,Automotive Electrician,"Bengaluru, Karnataka",Diploma,Full-time
Golden Billet Pvt. Ltd.,Tellecaller,"Bengaluru, Karnataka","Communication skills,12th Pass",Full-time
Keys on Rent,Call Center Agent,"Bengaluru, Karnataka",12th Pass,Full-time
ENKAY ELECTRICALS PVT LTD,telly caller,"Noida, Uttar Pradesh","Technical support,Sales,12th Pass",Full-time
NSB Academy,Digital Marketing Executive,"Bengaluru, Karnataka",,Full-time
Urban Company,Laser Hair Removal Professional,"Bengaluru, Karnataka",,Full-time
HeyCoach,Social Media Marketing Associate,"Bengaluru, Karnataka","Project management,Communication skills,Negotiation,Computer networking,Time management",Full-time
Ipsator Analytics Private Limited,Customer Care Executive,"Noida, Uttar Pradesh","Customer support,12th Pass",Full-time
Niju Scribe,Trainees,"Bengaluru, Karnataka","Quality assurance,Medical terminology,Bachelor's degree",NA
NOTHING BEFORE COFFEE,Café staff,"Bengaluru, Karnataka",Shift management,Full-time
Kotak Mahindra,SDO Authorizer - Branch Banking - Branch Banking,"Bengaluru, Karnataka","Communication skills,Customer service,Banking",Full-time
Namaste Free Placement Service,Grocery Delivery Person,"Noida, Uttar Pradesh",Driving,Full-time | New-Grad
IBM,Practitioner - Finance and Administration Delivery,"Bengaluru, Karnataka","Accounting,Agile,Expense management,SOX,Cloud infrastructure,Master's degree",Full-time
Global Opportunities Pvt. Ltd,Study Visa Counsellor,"Bengaluru, Karnataka",Bachelor's degree,Full-time
Stibo Systems,Oracle Database Administrator,"Bengaluru, Karnataka","Analysis skills,Azure,SQL,Shell Scripting,NoSQL,Bachelor's degree",Full-time
Prashmo Infotech Solutions,CRM Executive,"Ghaziabad, Uttar Pradesh","Communication skills,Microsoft Office",Full-time
Novelworx Digital Solutions Pvt Ltd,Painter,"Bengaluru, Karnataka",,Full-time
Jurysoft Global,Marketing Coordinator,"Rajarajeshwari Nagar, Bengaluru, Karnataka","Analysis skills,Negotiation,Customer relationship management,Business development,Digital marketing,Bachelor's degree",Full-time
Icon Hotels by Bhagini Hospitality Pvt. Ltd.,Purchase & Stores Executive,"Bengaluru, Karnataka","Bachelor's degree,12th Pass",Full-time
Funride Toys LLP,PPC Supervisor,"Ghaziabad, Uttar Pradesh","Kaizen,Microsoft Excel,Production planning",Full-time
Chrysalis High School,Admissions Officer,"Bengaluru, Karnataka",Communication skills,Full-time
WSNE Consulting,Tele Caller Jobs In Bangalore,"Bengaluru, Karnataka","Communication skills,Telemarketing,Computer skills,Bachelor's degree",Full-time
Mercedes-Benz Research and Development India Private Limited,Python Developement,"Bengaluru, Karnataka","CSS,Relational databases,Flask,Azure,SQL",NA
Levonor Lifespaces,Telecaller,"Hyderabad, Telangana","Microsoft Excel,ERP systems,Communication skills,Microsoft Word,Diploma",Full-time
Xperthunt Systems,Atlassian Administrator,"Bengaluru, Karnataka","Confluence,Azure,Test automation,Selenium,DevOps,M.C.A.,Bachelor's degree,Master's degree",Full-time
Amrita University,Deputy Chief Wardens/ Wardens/ Assistant Wardens – Boys and Girls Hostel,"Bengaluru, Karnataka",,NA
Sri Chaitanya Techno School,Physics Teacher,"Bengaluru, Karnataka",,Full-time
Cricbuzz,Sub - Editor (Stats),"Bengaluru, Karnataka","iOS,Databases",NA
Excelr Solutions,Data Entry Executive,"Bengaluru, Karnataka","Analysis skills,Microsoft Excel,Computer skills,Communication skills,Data entry,Bachelor's degree",Full-time
VEDANTU INNOVATIONS PRIVATE LIMITED,YouTube Master Teacher,"Bengaluru, Karnataka","Communication skills,Teaching experience,B.Sc,Bachelor's degree,12th Pass,Master's degree",Full-time
Elvira Technologies,2G QA,"Bengaluru, Karnataka","System testing,APIs,Linux",Full-time
Wizklub Learning Pvt Ltd,Associate Inside Sales,"Bengaluru, Karnataka",,Full-time
PhygitalXP,AutoCAD Draughtsman/woman Civil,"Bengaluru, Karnataka",AutoCAD,Full-time | Temporary | Contract | New-Grad
Kosh Soul Retreat,Food & Beverage Executive,"Bengaluru, Karnataka",Hotel experience,Full-time
Ola Cabs,Customer Support Executive (CSE),"Bengaluru, Karnataka","Communication skills,Customer service,Diploma",Full-time
Wipro Limited,MIS Executive,"Bengaluru, Karnataka","Communication skills,SQL,Python,Conflict management,Management,Bachelor's degree",Full-time
PlayShifu,Intern: Data Entry,"Bengaluru, Karnataka","Computer skills,Data entry,Bachelor's degree",Internship
saptagiri University,Hospital Operation Executive,"Bengaluru, Karnataka","Communication skills,M.H.A.,Bachelor's degree,Master's degree",Full-time | New-Grad
Namaste Credit,Junior Underwriter,"Bengaluru, Karnataka",Bachelor's degree,Full-time
Surya Nissan,Service Advisor,"Bengaluru, Karnataka",,Full-time
Zensar Technologies,FED - REACT JS,"Bengaluru, Karnataka","React,Node.js",NA
TriEdge Solutions,Marketing Executive,"Bengaluru, Karnataka",,Full-time
Apsara Silks,Textile Designer,"Bengaluru, Karnataka","Product development,Bachelor's degree",Full-time
Ramaiah Memorial Hospital,Billing Staff,"Bengaluru, Karnataka",Bachelor's degree,Full-time
nFrastructure,Service Desk_L1 - Latest,"Bengaluru, Karnataka","Operating systems,Customer service,Windows,Authentication,Software troubleshooting,Bachelor's degree",Full-time
Ordient Infra and Design pvt ltd,Digital Marketing Executive,"Bengaluru, Karnataka","Digital marketing,Bachelor's degree",Full-time
veega service,Jr. (Marketing -Textile),"Bengaluru, Karnataka",Marketing,Full-time
Samvedna Development Society,Documentation Expert,"Bengaluru, Karnataka","Communication skills,Document management,Organizational skills,Master's degree,M.B.A.",Full-time
Larsen & Toubro Limited,EHS OFFICER,"Bengaluru, Karnataka","EHS,Diploma,Master's degree",NA
Mentobile Technology,SEO Executive,"Gurgaon, Haryana","Marketing,SEO,Web design,Keyword research,Google Analytics",Full-time
Epik Solutions,Bench Sales Recruiter,"Gurgaon, Haryana","Recruiting,Bachelor's degree",Full-time
StrategyWerks,WordPress DeveloperGurgaon,"Gurgaon, Haryana","WordPress,CSS,JavaScript,HTML5,PHP",NA
Digidarts,Intern,"Gurgaon, Haryana","Communication skills,Marketing",Full-time | Internship
McCann World Group,Social Media Intern,"Gurugram, Haryana",,Internship
MRG Group of Companies,Architect,"Gurgaon, Haryana","AutoCAD,Revit,Microsoft Office,Bachelor's degree",Full-time
KPMG,BC C&O Advisor,"Gurgaon, Haryana",Bachelor's degree,Part-time
Aura Solution,"Excel - We are looking excellent Excel Knowledge candidate - Whitefiled,","Bengaluru, Karnataka",,Full-time
Shree Bhagwati Industries,Purchase Executive,"Howrah, West Bengal","Production planning,Bachelor's degree",Full-time
Enliven Estate Management,Facility Executive,"Bengaluru, Karnataka",Diploma,Full-time
Amazon Development,Seller Partner Support,"Bengaluru, Karnataka",Bachelor's degree,Full-time
Zolostays Property Solutions,Front Office Associate,"Bengaluru, Karnataka",,Full-time
Autocrat Engineers,Diploma in computers,"Bengaluru, Karnataka","Customer service,SAP,Computer skills,Presentation skills,Communication skills,Bachelor's degree,Diploma",Full-time
Nova Benefits Insurance Brokers,Product Designer,"Bengaluru, Karnataka","Figma,Agile,UX,Visual design",Full-time
Technique Facility Maintenance Services Pvt. Ltd.,Fire Officer,"Bengaluru, Karnataka","First aid,Plumbing,Bachelor's degree,Diploma",Full-time
eNest Technologies Pvt Ltd,IT Recruiter,"Mohali, Punjab","Recruiting,Time management,Microsoft Office,Bachelor's degree",Full-time
Cybernext Private Limited,SEO Executive,"Mohali, Punjab","Communication skills,SEO,Time management,Keyword research,SEO tools,Bachelor's degree,Diploma",Full-time
Axiom Technologies,Project Coordinator,"Noida, Uttar Pradesh","Communication skills,Computer networking,Microsoft Powerpoint",Full-time
Shree Dental Centre,Dental assistant,"Kharar, Punjab",,Full-time
My Life Naturals,Office Administrator,"Zirakpur, Punjab","Tally,Bachelor's degree",Full-time | New-Grad
DBS Bank,CASA Sales Officer,"Chennai, Tamil Nadu","Communication skills,Computer skills,Computer networking,Banking,Bachelor's degree",NA
GRAND HERITAGE RESORT,Front Office Executive,"Noida, Uttar Pradesh","Hotel experience,Pricing",Full-time
PRITI_INTER_LTD.,Ecommerce Executive at Jodhpur,"Gurgaon, Haryana","Order fulfillment,Microsoft Excel,E-Commerce",Full-time
Kochar Tech,Customer Support Executive,"Gurgaon, Haryana","Customer service,Live chat",NA
Kennis Learning Routes pvt. Ltd.,Education Counselor,"Gurgaon, Haryana","Presentation skills,Bachelor's degree,Master's degree",Full-time
Place Assured Consultants,Data entry operator,"Noida, Uttar Pradesh","IT,Data entry,Bachelor's degree",Full-time
39K Partners LLP,Account Assistant,"Gurgaon, Haryana","Accounting,Analysis skills,IFRS,Business requirements,GAAP,Bachelor's degree",Full-time
A.L. Designs,Finishing Incharge for Garment Export House,"Gurgaon, Haryana",,Full-time
decons architecture and interior,CivilSiteSupervisor (For Temple),"Gurgaon, Haryana","Analysis skills,Construction,Civil engineering,Leadership,Communication skills,Bachelor's degree,12th Pass",Full-time | Temporary | Contract
Uvation,Social Media Administrator,"Delhi, Delhi","Social media management,Hootsuite,Communication skills,Marketing,Customer service,Bachelor's degree",Full-time
ASRAKART,Amazon PPC,"New Delhi, Delhi",,Full-time
EduCo International Group,Global Admissions Assessor,"New Delhi, Delhi","Adobe Photoshop,Customer service,Microsoft Excel,Salesforce,Time management,Bachelor's degree",Temporary | Contract
Fitness 365,Lab Assistant,"Delhi, Delhi",12th Pass,Full-time
YAAMIE FOUNDATION,ANIMAL RESCUER and Care Taker,"Coimbatore, Tamil Nadu",,Full-time
Acetech Precision Engineering,Machine Shop Helper,"Coimbatore, Tamil Nadu",,Full-time
LanceTech Solutions Pvt Ltd,Solutions Architect,"Pune, Maharashtra","React,iOS,Continuous integration,Azure,.NET",Full-time
Ambience Interiors,Safety officer,"Pune, Maharashtra",,NA
GetMeDesk,Telesales Executive,"Pune, Maharashtra","Customer service,Telemarketing,Negotiation,Sales,Serving,B.Sc,Bachelor's degree,12th Pass",Full-time
SKIN WORLD CLINIC,Receptionist,"Pune, Maharashtra",Microsoft Office,Full-time
KASCO INDUSTRIES PVT. LTD,Marketing Assistant,"Pune, Maharashtra",,Full-time
Planto Meal,Content Strategist,"Pune, Maharashtra","Information architecture,SEO,Keyword research",Full-time
Vyom Labs,Discovery & CMDB,"Pune, Maharashtra","ServiceNow,XML,Shell Scripting,Scripting",NA
Tata Starbucks,Apprentice,"Pune, Maharashtra",Customer service,NA
KVC CONSULTANTS,Non Voice(Email/Chat) 15k in hand WFO,"Pune, Maharashtra",Bachelor's degree,Full-time | New-Grad
sheows,Project Coordinator,"Gurgaon, Haryana","Analysis skills,Communication skills,Organizational skills,Bachelor's degree,M.S.W.,Master's degree",Full-time
UpGrad Education Pvt Ltd,Admission Counselor,"Gautam Budh Nagar, Uttar Pradesh","Learning technology,Communication skills,Machine learning,Sales,Microsoft Office,Bachelor's degree",Full-time
Big Yellow door,Bartender,"Greater Noida, Uttar Pradesh",Bartending,Full-time
Physics Wallah Pvt. Ltd.,English (SME),"Noida, Uttar Pradesh",Banking,Full-time
Looper Development Services Private Limited,Quality Auditor(US Process),"Noida, Uttar Pradesh","Communication skills,Sales,Microsoft Office",Full-time
Wesimplifys,Social Media Executive,"Greater Noida, Uttar Pradesh","Social media management,Marketing,Social media marketing,Digital marketing,Diploma",Full-time | Temporary | Contract
RTF Insurance Brokers Pvt Ltd,Back Office Executive,"Noida, Uttar Pradesh","Communication skills,Typing,Microsoft Office,Bachelor's degree",Full-time
Ekya Schools,Hiring Accountancy & Business Studies Teacher,"Bengaluru, Karnataka",,Full-time
Sri Chaitanya Techno School,English Teacher,"Bengaluru, Karnataka",,Full-time
Multiplier,Payment Operations Associate,"Bengaluru, Karnataka",,Full-time
Creencia Technologies Private Limited,Store Supervisor,"Bengaluru, Karnataka","Leadership,Communication skills,Bachelor's degree",Full-time
People Spectrum,Site Safety Officer,"Bengaluru, Karnataka",,Full-time
