companyName,title,min_years,max_years,location,work_from_home,femaleCandidate,differentlyAbled,exDefence
Maybright Ventures Private Limited,mPokket - UX Designer - Wireframe/Interaction Design (8-15 yrs),8,15,"Bangalore,Kolkata",0,0,0,0
BUSINESSNEXT,BUSINESSNEXT - Product Designer - Adobe XD/Figma (5-10 yrs),5,10,Noida,0,0,0,0
WAKEFIT INNOVATIONS PRIVATE LIMITED,Wakefit - Senior Product/UX Designer - Wireframing/Prototyping Tools (3-6 yrs),3,6,Bangalore,0,0,0,0
Asteria Aerospace Pvt Ltd,Asteria Aerospace - Senior Engineer II - UI/UX Design (3-6 yrs),3,6,Bangalore,0,0,0,0
InfraBeat Technologies,InfraBeat Technologies - SAP SD Consultant - Implementation & Support (3-9 yrs),3,9,Delhi,0,0,0,0
Oracle India Pvt Ltd,Oracle - Senior Consultant - Oracle Planning & Budgeting Cloud Services (4-14 yrs),4,14,"Hyderabad,Bangalore",0,0,0,0
Oracle India Pvt Ltd,Oracle - ERP Functional Consultant - NetSuite (3-10 yrs),3,10,"Hyderabad,Bangalore",0,1,1,1
PeopleStrong Technologies Pvt. Ltd.,Oracle Apps Technical Consultant - Fusion/Payroll Modules (8-13 yrs),8,13,Gurgaon/Gurugram,0,0,0,0
Infrabeat Technologies Pvt Ltd,InfraBeat - SAP FICO Consultant (3-7 yrs),3,7,Pune,0,0,0,0
PeopleStrong,Deputy General Manager - Automotive SPICE - Cyber Security Domain (10-19 yrs),10,19,Pune,0,0,0,0
PeopleStrong,Deputy General Manager - Software Verification & Validation (11-20 yrs),11,20,Pune,0,0,0,0
PeopleStrong,Senior Manager/L5 MBSE Process Expert - Automotive SPICE (3-8 yrs),3,8,Pune,0,0,0,0
Samsung Semiconductors,Samsung Semiconductors - RTL Design Engineer - VLSI Industry (7-20 yrs),7,20,Bangalore,0,0,0,0
Samsung Semiconductors,Samsung Semiconductors - STA CAD Methodology Engineer - VLSI (5-16 yrs),5,16,Bangalore,0,0,0,0
New Era India,Performance Tester - AppDynamics/LoadRunner (3-6 yrs),3,6,"Gurgaon/Gurugram,Delhi NCR",0,0,0,0
Wipro Technologies,Wipro Technologies - Embedded C Developer - Hardware Architecture (3-7 yrs),3,7,"Bangalore,Pune",0,1,1,0
AB InBev,AB InBev - Scrum Master (4-10 yrs),4,10,Bangalore,0,1,0,0
Upgrad rekrut India,Project Manager - Solution Architecture (14-20 yrs),14,20,Navi Mumbai,0,0,0,0
Make My Trip,MakeMyTrip - Technical Program Manager (5-10 yrs),5,10,Bangalore,0,0,0,0
Finxera,Finxera - Scrum Master (1-3 yrs),1,3,Chandigarh,0,0,0,0
Wheelseye,Wheelseye - Senior Business Analyst - Python/SQL (2-5 yrs),2,5,Gurgaon/Gurugram,0,0,0,0
Finxera,Finxera - Business Analyst (5-10 yrs),5,10,Chandigarh,0,0,0,0
HyrEzy Talent Solutions,Technical Writer (4-7 yrs),4,7,Bangalore,0,0,0,0
Insight Business Machines Pvt.,Insight Business Machines - Desktop Engineer - Operating Systems (1-3 yrs),1,3,Mumbai,0,0,0,0
Insight Business Machines Pvt.,Insight Business Machines - IT Hepdesk Engineer - Service Desk/Tech Support (1-5 yrs),1,5,Mumbai,0,0,0,0
STREETMARK INFO SOLUTIONS PRIVATE LIMITED,Cloud Developer - (2-9 yrs),2,9,Hyderabad,0,0,0,0
Aliqan Services Private Limited,.Net Developer - Angular (4-6 yrs),4,6,"Mumbai,Navi Mumbai",0,0,0,0
MergerWare,MergerWare - Technical Writer/Senior Technical Writer (2-8 yrs),2,8,Bangalore,0,0,0,0
Excelra Knowledge Solutions,Excelra - Google Cloud Platform Data Engineer - Python/PySpark (3-10 yrs),3,10,Anywhere in India/Multiple Locations,1,1,1,0
Angel and Genie,Senior Embedded Software Engineer - Automotive System (3-5 yrs),3,5,Pune,0,0,0,0
Gloify,Blockchain Developer - Solidity/Ethereum (5-6 yrs),5,6,Bangalore,0,0,0,0
Gloify,Blockchain Developer - Hyperledger/Ethereum (2-4 yrs),2,4,Bangalore,0,0,0,0
Gloify,Blockchain Developer - Hyperledger/Ethereum (3-5 yrs),3,5,Bangalore,0,0,0,0
Infoedge,Infoedge - Lead UI/UX Designer - Interaction Design (3-18 yrs),3,18,Delhi NCR,0,0,0,0
Infoedge,Infoedge - Senior UX Writer (1-10 yrs),1,10,Delhi,0,0,0,0
InfoEdge,UI/UX Designer - Interaction Design (4-10 yrs),4,10,Noida,0,0,0,0
Karza Technologies,Karza Technologies - Senior UI/UX Designer - SaaS Apps - Figma/Sketch/Photoshop (3-6 yrs),3,6,Mumbai,0,0,0,0
Minions Ventures Pvt Ltd,KredX - Product Designer - Creative Suite/Wireframe (1-3 yrs),1,3,Bangalore,0,1,0,0
K12 Techno Services Pvt. Ltd,Lead UI/UX Designer (7-12 yrs),7,12,Pune,0,0,0,0
Dainik Bhaskar,SAP Basis Administrator (3-8 yrs),3,8,[None],0,0,0,0
Dainik Bhaskar,Dainik Bhaskar - SAP ABAP Developer - BAPI/OData (2-10 yrs),2,10,[None],0,0,0,0
Taggd,Senior Professional & Supervisor - SAP MDG/AMS Modules (10-15 yrs),10,15,Others,0,0,0,0
Ernst and Young Services Pvt. Ltd,EY - SAP Data Migration Consultant - BODS/BAPI (2-15 yrs),2,15,Bangalore,0,0,0,0
Taggd,SAP MDG Functional Consultant - E2E Implementation (10-15 yrs),10,15,Mumbai,0,0,0,0
Peoplestrong,Hardware Platform Engineer - IoT Product Development (8-10 yrs),8,10,Pune,0,0,0,0
Peoplestrong,Firmware Design Engineer - Embedded C/C++ (5-7 yrs),5,7,Pune,0,1,0,0
Peoplestrong,Advance Hardware Engineer - Analog & Digital Sensor Design (5-8 yrs),5,8,Pune,0,0,0,0
Taggd,C++/Linux Developer - Solaris/Socket Programming (2-6 yrs),2,6,"Bangalore,Pune,Gurgaon/Gurugram",0,0,0,0
Taggd,Embedded/Firmware Engineer - C/C++ (2-5 yrs),2,5,Pune,0,0,0,0
Finxera,Finxera - Business Analyst (4-8 yrs),4,8,Chandigarh,0,0,0,0
Swiggy,Swiggy - Business Analyst - Python/Power BI (1-3 yrs),1,3,Bangalore,0,0,0,0
EY,EY - Delivery Manager - Agile Methodologies (8-20 yrs),8,20,Bangalore,0,0,0,0
FirstCry,FirstCry - Project Manager - PMP Certified (6-12 yrs),6,12,Pune,0,0,0,0
Honasa Consumer Pvt. ltd.,Mamaearth - Lead Business Analyst - Python/SQL (5-9 yrs),5,9,Gurgaon/Gurugram,0,0,0,0
BR Softech,BR Softech - Team Lead - SEO Support & Implementation (6-8 yrs),6,8,"Jaipur,Rajasthan",0,0,0,0
Schneider Electric,Schneider Electric - Technical Writer - Arbortext (7-8 yrs),7,8,Bangalore,0,0,0,0
Global Professional Services,Technical Writer (1-3 yrs),1,3,Anywhere in India/Multiple Locations,0,0,0,0
Dotsquares Technologies India Pvt. Ltd.,Dotsquares - PHP Developer - CodeIgniter/Laravel (3-5 yrs),3,5,Jaipur,0,0,0,0
REA India,Housing - Senior Cloud Security Engineer - SQL/OWASP (2-7 yrs),2,7,Gurgaon/Gurugram,0,0,0,0
Wipro,Wipro - Cloud Security Engineer - AWS/GCP/Azure (6-17 yrs),6,17,Anywhere in India/Multiple Locations,0,1,0,0
Syook,Syook - Product Manager - Roadmap & Strategy (2-5 yrs),2,5,Bangalore,0,0,0,0
Tracxn,Tracxn - Associate Product Manager - B2B - SaaS Product (2-4 yrs),2,4,Bangalore,0,0,0,0
Finxera,Finxera - Project Manager - Jira/Confluence (5-10 yrs),5,10,Chandigarh,0,0,0,0
Finxera,Finxera - Director - Product Management (14-18 yrs),14,18,Chandigarh,0,0,0,0
Finxera,Finxera - Senior Product Trainer (7-15 yrs),7,15,Chandigarh,0,0,0,0
Freelance,Senior Software Engineer - Image Processing/Algorithm (3-8 yrs),3,8,Bangalore,0,0,0,0
Antier Solutions,Antier Solutions - Senior Unity Developer - Gaming (5-9 yrs),5,9,"Chandigarh,Punjab,Haryana",0,0,0,0
Mobiloitte,Mobiloitte - Blockchain Lead -  Ethereum/Hyperledger (5-12 yrs),5,12,"Delhi NCR,Pune",0,0,0,0
Vivirooms Ecomm Pvt Ltd,Vivirooms - Unity Developer - AR/VR Apps (4-8 yrs),4,8,Gurgaon/Gurugram,0,0,0,0
TA Digital - TechAspect,Workfront Developer (3-6 yrs),3,6,"Hyderabad,Others",0,0,0,0
Volumetree,Engineering Manager - Python/React.js/Node.js/Ruby on Rails (7-12 yrs),7,12,"Delhi NCR,Mumbai,Bangalore,Hyderabad,Kolkata,Chennai,Pune,Jaipur,Chandigarh",0,0,0,0
Info Edge India Limited,Info Edge - Associate UX Writer (1-5 yrs),1,5,Noida,0,0,0,0
FabHotels,FabHotels - UI/UX Design Lead - Product Design (5-10 yrs),5,10,Gurgaon/Gurugram,0,0,0,0
LogiNext,LogiNext - Senior User Experience Designer - Photoshop/Illustrator (8-10 yrs),8,10,Mumbai,0,0,0,0
LogiNext,LogiNext - User Experience Designer - Photoshop/Illustrator (4-7 yrs),4,7,Mumbai,0,0,0,0
Industrybuying.com,Industrybuying.com - UI/UX Designer (3-6 yrs),3,6,Delhi,0,0,0,0
Karza Technologies,Karza Technologies - UI/UX Designer - Adobe XD/Figma/Sketch (2-4 yrs),2,4,Mumbai,0,0,0,0
Dainik Bhaskar,Dainik Bhaskar - Senior ABAP Developer (5-12 yrs),5,12,"['Mumbai', 'Jaipur', 'Noida', 'Ahmedabad', None]",0,0,0,0
Infrabeat Technologies Pvt Ltd,InfraBeat - SAP PP/QM Consultant - Support & Implementation (4-10 yrs),4,10,Pune,0,0,0,0
Taggd,Oracle Application Security Analyst - EBS/HCM/Cloud Modules (2-8 yrs),2,8,Others,0,0,0,0
Taggd,Oracle Application Security Consultant - EBS/HCM/Cloud Modules (3-9 yrs),3,9,"Mumbai,Navi Mumbai",0,0,0,0
Taggd,Oracle HCM Consultant - Support & Implementation (4-8 yrs),4,8,Mumbai,0,0,0,0
New Era India,Linux Developer - C++/Firmware (3-9 yrs),3,9,Bangalore,0,0,0,0
Samsung,Samsung - RTL Design & Verification Engineer - System Verilog/UVM (3-10 yrs),3,10,Delhi NCR,0,0,0,0
Happiest Minds,Happiest Minds - Embedded Testing Expert - Automotive Domain (3-10 yrs),3,10,Bangalore,0,1,1,0
Awign,Engineer - HMI Development (1-4 yrs),1,4,Coimbatore,0,0,0,0
Miko,Miko - Electronics Hardware Engineering Manager - IoT (10-15 yrs),10,15,Mumbai,0,0,0,0
WheelsEye Technology Pvt Ltd,WheelsEye - IoT Lead - Embedded C/Firmware (7-12 yrs),7,12,Gurgaon/Gurugram,0,0,0,0
Taggd,Embedded Software Developer - Automotive SPICE (3-10 yrs),3,10,Pune,0,0,0,0
HCL Technologies Ltd.,HCL Technologies - Technical Business Analyst (5-10 yrs),5,10,"Hyderabad,Bangalore",0,0,0,0
Robosoft Technologies,Robosoft Technologies - Technical Project Manager/Scrum Master (6-12 yrs),6,12,"Any Location,Anywhere in India/Multiple Locations",0,0,0,0
Samsung,Samsung - Project Manager (2-5 yrs),2,5,Delhi NCR,0,0,0,0
CarDekho.Com,CarDekho - Technical Program Manager (4-8 yrs),4,8,Gurgaon/Gurugram,0,0,0,0
Oracle India Pvt Ltd,Oracle - Project Manager - PMP Certified (7-14 yrs),7,14,"Hyderabad,Bangalore",0,1,1,1
Mindtree,Business Analyst - User Story (5-8 yrs),5,8,Bangalore,0,0,0,0
Firstcry.com,Project Manager - PMP (6-10 yrs),6,10,Pune,0,0,0,0
Kenfill Techno solutions,Technical Writer (2-4 yrs),2,4,"US,Overseas/International,Others",0,0,0,0
BHARUWA SOLUTIONS PRIVATE LIMITED,Senior Technical Writer - API Documentation (5-10 yrs),5,10,"Noida,Haridwar",0,0,0,0
MLOPS SOLUTIONS PRIVATE LIMITED,Technical Writer - API Documentation (4-5 yrs),4,5,Hyderabad,0,0,0,0
IndiHire Consultants,Salesforce Developer - Apex/Visual Force (3-8 yrs),3,8,"Hyderabad,Pune,Mumbai,Bangalore,Gurgaon/Gurugram,Chennai,Kolkata",0,0,0,0
Shreeniwas,Senior Technical Writer - API Documentation (3-10 yrs),3,10,Gurgaon/Gurugram,0,0,0,0
Mount Talent Consulting Pvt Ltd,Technical Writer (5-10 yrs),5,10,Navi Mumbai,0,0,0,0
Wipro,Wipro - Oracle Database Administrator (4-10 yrs),4,10,Anywhere in India/Multiple Locations,0,0,0,0
Wipro,Wipro - Java Production Support Engineer - Troubleshooting (5-11 yrs),5,11,Hyderabad,0,0,0,0
Wipro,Wipro - DevOps Engineer - Docker/Kubernetes (5-8 yrs),5,8,Bangalore,0,0,0,0
Northern Arc Capital Limited,Northern Arc - Information Security Governance & Risk Engineer - Change Management (4-10 yrs),4,10,Bangalore,0,0,0,0
Tech Mahindra Ltd.,Tech Mahindra - Cerner Analyst - RPG/Genesys/HL7 (3-10 yrs),3,10,"Bangalore,Hyderabad,Pune,Chennai",0,0,0,0
epsilon,Epsilon - Client Support Engineer - PL-SQL/SQL (3-5 yrs),3,5,Bangalore,0,0,0,0
Finxera,Finxera - Senior Product Owner - Roadmap & Strategy (8-15 yrs),8,15,Chandigarh,0,0,0,0
Finxera,Finxera - Product Manager (8-15 yrs),8,15,Chandigarh,0,0,0,0
Oracle India Pvt Ltd,Oracle - Product Manager - Roadmap & Strategy (4-14 yrs),4,14,Hyderabad,0,1,1,1
Industrybuying.com,Industrybuying.com - Product Manager - Technology (4-7 yrs),4,7,Delhi,0,0,0,0
Swiggy,Swiggy - Senior Product Manager - Roadmap & Strategy (7-10 yrs),7,10,Bangalore,0,0,0,0
Swiggy,Swiggy - Director - Product Management (10-15 yrs),10,15,Bangalore,0,0,0,0
Meesho,Meesho - Analytics Manager - Python/Business Intelligence (5-10 yrs),5,10,Bangalore,0,0,0,0
Crofarm,Crofarm - Data Scientist - Demand Forecasting & Predictive Modeling (4-7 yrs),4,7,Gurgaon/Gurugram,0,0,0,0
sulekha.com,Sulekha - Artificial Intelligence/Machine Learning Engineer - NLP/Scala/Python (2-5 yrs),2,5,Chennai,0,1,0,0
Snapdeal,Snapdeal - Big Data Engineer - Spark/Scala (4-8 yrs),4,8,Gurgaon/Gurugram,0,0,0,0
SKF India Ltd,Data Engineer - SQL/Snowflake DB (3-8 yrs),3,8,Bangalore,0,1,0,0
SkilCAP Services India,Unity 3D Developer - Augmented Reality/Virtual Reality (3-5 yrs),3,5,Aurangabad,0,1,0,0
Mobiloitte,Mobiloitte - Blockchain Developer - Hyperledger/Distributed Ledger (1-8 yrs),1,8,Delhi NCR,0,0,0,0
RANDSTAD INDIA PVT LTD,Blockchain Expert - Ethereum/Hyperledger (5-10 yrs),5,10,"Mumbai,Hyderabad,Chennai",0,0,0,0
Vivirooms Ecomm Pvt Ltd,Vivirooms - Augmented Reality Developer - iOS/Android Apps (5-8 yrs),5,8,Gurgaon/Gurugram,0,0,0,0
Spearmint technologies,Blockchain Developer - Solidity/Ethereum (2-5 yrs),2,5,Noida,0,0,0,0
Sportz Interactive,Sportz Interactive - Associate Manager - Web Design (8-10 yrs),8,10,"Mumbai,Navi Mumbai",0,0,0,0
Dangal Games,Dangal Games - 3D Graphic Designer/Video Editor - Animation/Illustrator (2-4 yrs),2,4,Delhi,0,0,0,0
LeagueX Gaming Private Limited,LeagueX - 3D Artist - Maya/ZBrush (1-2 yrs),1,2,Bangalore,0,0,0,0
LeagueX Gaming Private Limited,LeagueX - UI/UX Designer - Figma/Adobe XD (1-2 yrs),1,2,Bangalore,0,0,0,0
Essencea Infoserv Private Limited,Essencea Infoserv - Graphic Designer - Photoshop/Illustrator (3-8 yrs),3,8,Chennai,0,0,0,0
Cradlewise,Cradlewise - UI/UX Designer - Prototype Design (2-5 yrs),2,5,Anywhere in India/Multiple Locations,0,0,0,0
TREFLO,Treflo - UI/UX Designer - Figma/Adobe Creative Cloud (0-2 yrs),0,2,Bangalore,0,0,0,0
Emergys Software Private Limited Innovation for Ag,Emergys - SAP ABAP Consultant - Support & Implementation (6-8 yrs),6,8,Pune,0,0,0,0
Visual IT Solutions,Functional Consultant - Oracle Fusion/HCM Modules (5-8 yrs),5,8,Hyderabad,0,0,0,0
AUTOMUS CONSULTING (INDIA) PRIVATE LIMITED,Automus Consulting - Oracle Cloud Finance Functional Lead - AP/AR/GL Modules (2-5 yrs),2,5,Hyderabad,0,0,0,0
Dataman Computer Systems (P) Ltd,Dataman Computer Systems - Functional Consultant - SAP System Administration (1-2 yrs),1,2,Others,0,0,0,0
Vivotex India Private Limited,ABAP Developer/ABAP Consultant/ABAP Technical Consultant - BADI/BAPI (3-5 yrs),3,5,"Hyderabad,Chennai,Pune,Bangalore",0,0,0,0
ASCENTEN TECHNOLOGIES,Embedded Firmware Engineer - C++/RTOS (3-6 yrs),3,6,Ahmedabad,0,0,0,0
ZestIoT Technologies Pvt Ltd,ZestIOT - IoT Engineer - System Architecture (2-4 yrs),2,4,Hyderabad,0,0,0,0
Corpus Enterprises Pvt. Ltd.,System Integration Engineer - STB/Embedded C (3-10 yrs),3,10,"Overseas/International,South Africa,Others",0,0,0,0
M/s. Belcan India Pvt. Limited,Aerospace Controls Engineer - Verification & Validation (3-6 yrs),3,6,Bangalore,0,0,0,0
Zettaone Technologies India Pvt. Ltd.,Zettaone Technologies - Lead Software Engineer - Embedded System (6-12 yrs),6,12,Bangalore,0,0,0,0
Core Edge Solutions LLP,ATE Test Engineer/Lead (3-10 yrs),3,10,Bangalore,0,0,0,0
Taggd,Technical Project Manager - Agile Methodology (5-8 yrs),5,8,Mumbai,0,0,0,0
Infoedge,Infoedge - Business Intelligence Manager/Senior Business Analyst (4-10 yrs),4,10,"Delhi NCR,Noida",0,0,0,0
Mindgate Solutions,Mindgate Solutions - Project Manager - Risk & Delivery Management (8-12 yrs),8,12,Navi Mumbai,0,0,0,0
Posist Technologies,Posist Technologies - Product Business Analyst (2-6 yrs),2,6,Delhi,0,0,0,0
Peoplestrong,Senior Program Manager (4-6 yrs),4,6,Pune,0,0,0,0
Comviva Technologies,Comviva - Technical Project Manager (9-13 yrs),9,13,"Gurgaon/Gurugram,Bangalore",0,0,0,0
Cuemath,Cuemath - Business Analyst - SQL/Excel (4-6 yrs),4,6,Bangalore,0,0,0,0
Live Connections,Salesforce Consultant - Apex/Visual Force (3-6 yrs),3,6,Hyderabad,0,0,0,0
Intuitor,Senior Network Design & Implementation Engineer (8-14 yrs),8,14,"Anywhere in India/Multiple Locations,Bangalore,Chennai",1,0,0,0
Convergence IT Services,Convergence IT Services - Customer Success Engineer - Technical Support (0-1 yrs),0,1,"Mumbai,Navi Mumbai",0,1,0,0
SmartKatch,Technical Lead - Node.js (2-6 yrs),2,6,Bangalore,0,0,0,0
MNR,Technical Writer - Product Documentation (3-6 yrs),3,6,"Noida,Delhi NCR",0,0,0,0
Antal International,Technical Writer - AI/ML (4-8 yrs),4,8,Bangalore,0,0,0,0
MindTickle,Mindtickle - Staff Software Engineer - System Architecture (9-12 yrs),9,12,"Pune,Bangalore",0,0,0,0
AB InBev,AB InBev - Solution Architect - Anaplan (5-13 yrs),5,13,Bangalore,0,1,0,0
AB InBev,AB InBev - Anaplan Model Builder (2-6 yrs),2,6,Bangalore,0,1,0,0
Paytm,Paytm - Senior TechOps Lead - Application/Production Support (6-10 yrs),6,10,"Delhi NCR,Bangalore,Mumbai",0,0,0,0
Practo,Practo - Lead Technical Support Engineer - Java/SQL (4-8 yrs),4,8,Bangalore,0,0,0,0
Shipway Technology,Shipway Technology - Associate Product Manager - Strategy & Roadmap (1-3 yrs),1,3,Anywhere in India/Multiple Locations,0,0,0,0
Industrybuying.com,Industrybuying.com - Product Manager - Technology (3-7 yrs),3,7,Delhi,0,0,0,0
Dataweave,DataWeave - Senior Product Manager - Strategy & Roadmap (4-8 yrs),4,8,Bangalore,0,0,0,0
www.zenoti.com,Zenoti - Senior Product Specialist - Support & Implementation (4-10 yrs),4,10,Hyderabad,0,0,0,0
FirstCry,FirstCry - Product Manager - Strategy & Roadmap (3-5 yrs),3,5,Pune,0,0,0,0
Ernst and Young Services Pvt. Ltd,EY Data Engineer - Kafka/Spark (5-10 yrs),5,10,Pune,0,0,0,0
LEGPRO CONSULTANTS PVT LTD,Hyperledger Blockchain Solution Expert (3-5 yrs),3,5,Anywhere in India/Multiple Locations,0,0,0,0
Techwish GTS Private Ltd.,TechWish - IoT Architect - Home Automation Systems (10-18 yrs),10,18,Hyderabad,0,0,0,0
MarketScope,Mobile Robotics Software Head (10-15 yrs),10,15,Gurgaon/Gurugram,0,0,0,0
Savanna HR,Senior Manager - Information Technology - Innovation (10-15 yrs),10,15,Thane,0,0,0,0
Vivirooms Ecomm Pvt Ltd,Vivirooms - Senior Augmented Reality Developer - Unreal Engine/Premiere Pro (5-8 yrs),5,8,Gurgaon/Gurugram,0,0,0,0
Busibud Solutions Pvt Ltd,Busibud - UI/UX Designer - Photoshop/Illustrator (0-3 yrs),0,3,Bangalore,0,0,0,0
Gharda Chemicals Ltd,Gharda Chemicals - SAP Consultant - Project Implementation (8-10 yrs),8,10,Mumbai,0,0,0,0
Triumph Ladders Pvt. Ltd.,Oracle EBS Developer/Consultant (5-7 yrs),5,7,Anywhere in India/Multiple Locations,0,0,0,0
CONQUEST CONSULTANCY,Oracle Middleware Administrator - OEM/Cloud Infrastructure Modules (7-12 yrs),7,12,Delhi,0,0,0,0
CONQUEST CONSULTANCY,Oracle DBA Developer - RAC/Data Guard Modules (6-10 yrs),6,10,"Navi Mumbai,Delhi",0,0,0,0
BRAINCRANX IT SERVICES LLP,Oracle Product Data Hub Engineer - PIM (8-10 yrs),8,10,Pune,0,0,0,0
SHIRAS CONSULTING SERVICES,Functional Safety Engineer - Qualcomm Platform (4-10 yrs),4,10,Bangalore,0,0,0,0
ENCORA,Encora - Software Developer - C++ Programming (4-12 yrs),4,12,Bangalore,0,0,0,0
Northcap Services Private Limited,EDA Tool Developer - C/C++ (5-10 yrs),5,10,Bangalore,0,0,0,0
Connectpro Mgmt Pvt Ltd,Program Manager - Embedded System Integration (7-12 yrs),7,12,Bangalore,0,0,0,0
Thalesgroup,Thalesgroup - Technical Lead - Embedded Software Development (10-15 yrs),10,15,Bangalore,0,0,0,0
Mindtree,Scrum Master (8-12 yrs),8,12,Hyderabad,0,0,0,0
Asteria Aerospace Pvt Ltd,Senior Project Manager - Agile Methodology (8-10 yrs),8,10,Bangalore,0,0,0,0
Mindtree,Mindtree - Business Analyst (5-17 yrs),5,17,Anywhere in India/Multiple Locations,0,0,0,0
Winspark Innovations Learning Private Limited,Senior Business Analyst (1-5 yrs),1,5,Gurgaon/Gurugram,0,0,0,0
Winspark Innovations Learning Private Limited,Senior Business Analyst - IIT/NIT/BITS/DTU (2-4 yrs),2,4,Gurgaon/Gurugram,0,0,0,0
Benchire,Technical Writer (3-6 yrs),3,6,Delhi NCR,0,0,0,0
Nextgen Clearing Pvt. Ltd.,Technical Writer - API Documentation (4-8 yrs),4,8,Ahmedabad,0,0,0,0
Advansoft,Technical Writer (5-10 yrs),5,10,Chennai,0,0,0,0
TIBCO,TIBCO - Technical Writer (4-8 yrs),4,8,Pune,0,0,0,0
TechUp Labs,SEO Specialist - Google Tag Manager (1-3 yrs),1,3,Anywhere in India/Multiple Locations,1,0,0,0
TekPillar Services Pvt. Ltd,Technical Writer - Automotive Domain (2-8 yrs),2,8,"Bangalore,Chennai,Pune",0,0,0,0
Finxera,Finxera - DevOps Architect - Ansible/Terraform (10-15 yrs),10,15,Chandigarh,0,0,0,0
Finxera,Finxera - Database Administrator - MySQL (4-10 yrs),4,10,Chandigarh,0,0,0,0
Finxera,Finxera - Project Manager - Cloud (8-15 yrs),8,15,Chandigarh,0,0,0,0
Finxera,Finxera - Senior Cloud Engineer - Incident & Problem Management (4-8 yrs),4,8,Chandigarh,0,0,0,0
IndiaLends,Indialends - Product Manager - Roadmap & Strategy (2-4 yrs),2,4,Gurgaon/Gurugram,0,0,0,0
Robosoft Technologies,Robosoft Technologies - Project Manager - Web & Mobile Apps Development - BFSI Domain (8-15 yrs),8,15,"Bangalore,Karnataka,Mumbai",0,0,0,0
Maybright Ventures Private Limited,mPokket - Principal Product Manager - Roadmap & Strategy (6-10 yrs),6,10,Bangalore,0,1,0,0
INCANUS TECHNOLOGIES PRIVATE LIMITED,Newton School - Product Manager - Roadmap & Strategy (2-4 yrs),2,4,Bangalore,0,0,0,0
Purplle,Purplle - Associate Product Manager (1-2 yrs),1,2,Mumbai,0,0,0,0
Deloitte India,Deloitte - Azure Data Engineer - ETL/Data Warehousing (5-12 yrs),5,12,Bangalore,0,0,0,0
Awign,Python Developer - Web Scraping (3-6 yrs),3,6,Noida,0,0,0,0
Awign,Data Engineer - Spark/Big Data (5-10 yrs),5,10,Bangalore,0,0,0,0
Meesho,Meesho - Data Scientist II - Neural Networks & Machine Learning (2-4 yrs),2,4,Bangalore,0,0,0,0
Ernst & Young,EY - Manager/Senior Manager - Data Engineering (5-9 yrs),5,9,Mumbai,0,0,0,0
